"효능군","그룹구분","일반명코드","성분코드","성분명","제품코드","제품명","업체명","급여구분","공고번호","공고일자"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","623006650","슬림제이정_(1정)","한국신텍스제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","625500650","카세린에프정_(1정)","(주)텔콘알에프제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","625500650","카세린에프정_(1정)","(주)텔콘알에프제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","628800760","슈리머정_(1정)","(주)휴비스트제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","628800760","슈리머정_(1정)","(주)휴비스트제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","640904360","에리카정_(1정)","(주)일화","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","640904360","에리카정_(1정)","(주)일화","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","641805370","에카린에이정_(1정)","광동제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","641805370","에카린에이정_(1정)","광동제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","643101510","에카씬정_(1정)","(주)바이넥스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","643101510","에카씬정_(1정)","(주)바이넥스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","645204090","카페린에스정_(1정)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","645204090","카페린에스정_(1정)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","646203560","아카펜에스정_(1정)","(주)뉴젠팜","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","646203560","아카펜에스정_(1정)","(주)뉴젠팜","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","647205790","카펜에린정_(1정)","한국코러스(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","647205790","카펜에린정_(1정)","한국코러스(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","647303500","미카펜정_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","647303500","미카펜정_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","649104260","아카에정_(1정)","한국휴텍스제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 7","222G0006","carbocisteine","D06200ACS","661603750","기가렉스연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"호흡기관용약","Group 7","222G0003","bromhexine","D06200ACS","680500640","기가엔드연질캡슐_(1캡슐)","동방에프티엘(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","649104260","아카에정_(1정)","한국휴텍스제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","652603950","슈가펜에스정_(1정)","알보젠코리아(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","653403990","슬라드린정_(1정)","동국제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","653403990","슬라드린정_(1정)","동국제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","656004280","슈가린정_(1정)","알리코제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","656004280","슈가린정_(1정)","알리코제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","661605530","에카에스정_(1정)","(주)알피바이오","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","661605530","에카에스정_(1정)","(주)알피바이오","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","662601120","에카세트정_(1정)","원광제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","662601120","에카세트정_(1정)","원광제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","663605680","아세린정_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","663605680","아세린정_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","669804350","이지다이트에스정_(1정)","구주제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","669804350","이지다이트에스정_(1정)","구주제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","669905870","카푸린에스정_(1정)","대한뉴팜(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","669905870","카푸린에스정_(1정)","대한뉴팜(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","670601520","아페린정_(1정)","(주)휴온스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","670601520","아페린정_(1정)","(주)휴온스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","690300140","히트펜정_(1정)","(주)라이트팜텍","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","690300140","히트펜정_(1정)","(주)라이트팜텍","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","694205810","카미펜에스정_(1정)","정우신약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12500ATB","694205810","카미펜에스정_(1정)","정우신약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12600ATB","663605690","펜콜정_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12600ATB","663605690","펜콜정_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D12600ATB","670103310","웰다운에스정_(1정)","(주)팜젠사이언스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12600ATB","670103310","웰다운에스정_(1정)","(주)팜젠사이언스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","057001700","다나콜정_(1정)","주식회사 더유제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","057001700","다나콜정_(1정)","주식회사 더유제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","627500360","아드린정_(1정)","해태에이치티비(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","627500360","아드린정_(1정)","해태에이치티비(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","644102390","라니린에스정_(1정)","제이더블유신약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D12500ATB","652603950","슈가펜에스정_(1정)","알보젠코리아(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","644102390","라니린에스정_(1정)","제이더블유신약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","644806350","아너린정_(1정)","태극제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","644806350","아너린정_(1정)","태극제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","647303530","아슈펜정_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","647303530","아슈펜정_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","649806310","유리카에스정_(1정)","명문제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","649806310","유리카에스정_(1정)","명문제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","652903390","파비안에스정_(1정)","(주)서울제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","652903390","파비안에스정_(1정)","(주)서울제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","670103610","에카맥정_(1정)","(주)팜젠사이언스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","670103610","에카맥정_(1정)","(주)팜젠사이언스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D14700ATB","690303450","히트펜세미정_(1정)","(주)라이트팜텍","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0001","ephedrine","D14700ATB","690303450","히트펜세미정_(1정)","(주)라이트팜텍","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","641605550","이지엔6이브연질캡슐_(1캡슐)","(주)대웅제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","642203820","이부프렌드연질캡슐_(1캡슐)","부광약품(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","643605540","탁센이브연질캡슐_(1캡슐)","(주)녹십자","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","648604840","이부센이브연질캡슐_(1캡슐)","(주)씨엠지제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","653404470","프리에나연질캡슐_(1캡슐)","동국제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","661604020","이브큐레이디연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","661904850","아이지엠골드연질캡슐_(1캡슐)","영풍제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","669805680","엘씨펜원더연질캡슐_(1캡슐)","구주제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","670104490","미가펜이브연질캡슐_(1캡슐)","(주)팜젠사이언스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","ibuprofen","D21900ACS","680500840","이브뉴펜에스연질캡슐_(1캡슐)","동방에프티엘(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","Ibuprofen","D21900ATB","623006990","이프펜더블유라이트정_(1정)","한국신텍스제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0019","Ibuprofen","D21900ATB","641607900","이지엔6이브정_(1정)","(주)대웅제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","D23800ACH","625801390","브이코에이치캡슐_(1캡슐)","메딕스제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","D23800ACH","625801390","브이코에이치캡슐_(1캡슐)","메딕스제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D23800ACH","625801390","브이코에이치캡슐_(1캡슐)","메딕스제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","D23800ACS","663605650","브이코연질캡슐_(1캡슐)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","D23800ACS","663605650","브이코연질캡슐_(1캡슐)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","D23800ACS","663605650","브이코연질캡슐_(1캡슐)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0023","telmisartan","511500ATB","648603400","아모스타정80/5mg_(1정)","(주)씨엠지제약","급여","20170079","2017-02-16"
"소화성궤양용제","Group 2","232B0008","rabeprazole","706000ATB","653006780","라베탄정20/800밀리그램_(1정)","(주)한국파마","비급여","20220251","2022-05-27"
"당뇨병용제","Group 5","396E0001","dapagliflozin propanediol hydrate (as dapagliflozin)   10mg","706900ATB","621804420","파시콤비정10/100밀리그램_(1정)","(주)한국파비스제약","비급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin phosphate hydrate (as sitagliptin)   0.1g","706900ATB","621804420","파시콤비정10/100밀리그램_(1정)","(주)한국파비스제약","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin propanediol hydrate (as dapagliflozin)   10mg","706900ATB","684502070","다파르시정10/100밀리그램_(1정)","화일약품(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin phosphate hydrate (as sitagliptin)   0.1g","706900ATB","684502070","다파르시정10/100밀리그램_(1정)","화일약품(주)","비급여","20200423","2020-09-24"
"혈압강하작용의약품","Group 7","214G0001","amlodipine","708500ATB","641907940","듀카브플러스정60/10/25밀리그램_(1정)","(주)보령","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","708500ATB","641907940","듀카브플러스정60/10/25밀리그램_(1정)","(주)보령","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 1","214A0002","hydrochlorothiazide","708500ATB","641907940","듀카브플러스정60/10/25밀리그램_(1정)","(주)보령","비급여","20170079","2017-02-16"
"해열진통소염제","Group 4","114E0006","lasmiditan","710301ATB","642906670","레이보우정50밀리그램(라스미디탄헤미숙신산염)_(57.824mg/1정)","일동제약(주)","비급여","20240224","2024-05-01"
"해열진통소염제","Group 4","114E0006","lasmiditan","710302ATB","642906660","레이보우정100밀리그램(라스미디탄헤미숙신산염)_(0.11565g/1정)","일동제약(주)","비급여","20240224","2024-05-01"
"지질저하제","Group 1","218A0005","atorvastatin","712600ACS","698400580","아트로메가콤비젤연질캡슐5/1000밀리그램_(1캡슐)","한국바이오켐제약(주)","비급여","20170079","2017-02-16"
"당뇨병용제","Group 6","396F0007","sitagliptin","714600ATB","661905730","자누콤비정10/100밀리그램_(1정)","영풍제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714600ATB","661905730","자누콤비정10/100밀리그램_(1정)","영풍제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714700ATR","640007840","다파엔듀오서방정5/500밀리그램_(1정)","에이치케이이노엔(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714700ATR","640007840","다파엔듀오서방정5/500밀리그램_(1정)","에이치케이이노엔(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714700ATR","663608650","포글리메트서방정5/500밀리그램_(1정)","한국프라임제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714700ATR","663608650","포글리메트서방정5/500밀리그램_(1정)","한국프라임제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714700ATR","671707200","포슈벳듀오서방정5/500밀리그램_(1정)","주식회사제뉴원사이언스","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714700ATR","671707200","포슈벳듀오서방정5/500밀리그램_(1정)","주식회사제뉴원사이언스","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714800ATR","059001120","케이듀오서방정10/500밀리그램_(1정)","주식회사케이에스제약","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714800ATR","059001120","케이듀오서방정10/500밀리그램_(1정)","주식회사케이에스제약","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714800ATR","643105660","다메트서방정10/500밀리그램_(1정)","(주)바이넥스","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714800ATR","643105660","다메트서방정10/500밀리그램_(1정)","(주)바이넥스","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714800ATR","660703760","포시메트서방정10/500밀리그램_(1정)","위더스제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714800ATR","660703760","포시메트서방정10/500밀리그램_(1정)","위더스제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714800ATR","662504800","플로가듀오서방정10/500밀리그램_(1정)","(주)넥스팜코리아","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714800ATR","662504800","플로가듀오서방정10/500밀리그램_(1정)","(주)넥스팜코리아","비급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0001","dapagliflozin","714800ATR","663608660","포글리메트서방정10/500밀리그램_(1정)","한국프라임제약(주)","비급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A0001","metformin","714800ATR","663608660","포글리메트서방정10/500밀리그램_(1정)","한국프라임제약(주)","비급여","20200423","2020-09-24"
"지질저하제","Group 1","218A0005","atorvastatin","716800ACS","644309710","아트맥콤비젤연질캡슐2.5/1000밀리그램_(1캡슐)","한국유나이티드제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","054801450","듀코르정30/2.5밀리그램_(1정)","엔비케이제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","054801450","듀코르정30/2.5밀리그램_(1정)","엔비케이제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","073001540","건카브정30/2.5밀리그램_(1정)","건일바이오팜주식회사","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","073001540","건카브정30/2.5밀리그램_(1정)","건일바이오팜주식회사","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","622804930","듀카엠정30/2.5밀리그램_(1정)","(주)마더스제약","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","622804930","듀카엠정30/2.5밀리그램_(1정)","(주)마더스제약","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","628902180","핀카브정30/2.5밀리그램_(1정)","(주)이든파마","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","628902180","핀카브정30/2.5밀리그램_(1정)","(주)이든파마","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","640904450","듀카디핀정30/2.5밀리그램_(1정)","(주)일화","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","640904450","듀카디핀정30/2.5밀리그램_(1정)","(주)일화","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","643105670","피마로핀정30/2.5밀리그램_(1정)","(주)바이넥스","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","643105670","피마로핀정30/2.5밀리그램_(1정)","(주)바이넥스","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","644103500","듀얼테라정30/2.5밀리그램_(1정)","제이더블유신약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","644103500","듀얼테라정30/2.5밀리그램_(1정)","제이더블유신약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","645210680","듀카핀정30/2.5밀리그램_(1정)","(주)에이프로젠바이오로직스","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","645210680","듀카핀정30/2.5밀리그램_(1정)","(주)에이프로젠바이오로직스","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","647304480","듀카엘비정30/2.5밀리그램_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","647304480","듀카엘비정30/2.5밀리그램_(1정)","에이치엘비제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","647805450","피마듀오정30/2.5밀리그램_(1정)","삼진제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","647805450","피마듀오정30/2.5밀리그램_(1정)","삼진제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","648508120","피마디핀정30/2.5밀리그램(피마사르탄칼륨, 에스암로디핀)_(1정)","신풍제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","648508120","피마디핀정30/2.5밀리그램(피마사르탄칼륨, 에스암로디핀)_(1정)","신풍제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","649105670","듀나브정30/2.5밀리그램(피마사르탄칼륨, 에스암로디핀)_(1정)","한국휴텍스제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","649105670","듀나브정30/2.5밀리그램(피마사르탄칼륨, 에스암로디핀)_(1정)","한국휴텍스제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","653405300","피마에스정30/2.5밀리그램_(1정)","동국제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","653405300","피마에스정30/2.5밀리그램_(1정)","동국제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","654006030","피마텐정30/2.5밀리그램_(1정)","아주약품(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","654006030","피마텐정30/2.5밀리그램_(1정)","아주약품(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","655404610","피마사브정30/2.5밀리그램_(1정)","일성신약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","655404610","피마사브정30/2.5밀리그램_(1정)","일성신약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","656005400","알듀카정30/2.5밀리그램_(1정)","알리코제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","656005400","알듀카정30/2.5밀리그램_(1정)","알리코제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","657204000","듀카포지정30/2.5밀리그램_(1정)","환인제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","657204000","듀카포지정30/2.5밀리그램_(1정)","환인제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","657308790","에스카브정30/2.5밀리그램_(1정)","(주)동구바이오제약","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","657308790","에스카브정30/2.5밀리그램_(1정)","(주)동구바이오제약","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","657807830","피마원에스정30/2.5밀리그램(피마사르탄, 에스암로디핀)_(1정)","하나제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","657807830","피마원에스정30/2.5밀리그램(피마사르탄, 에스암로디핀)_(1정)","하나제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","661905770","암디카브큐정30/2.5밀리그램_(1정)","영풍제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","661905770","암디카브큐정30/2.5밀리그램_(1정)","영풍제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","662504810","듀라브정30/2.5밀리그램_(1정)","(주)넥스팜코리아","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","662504810","듀라브정30/2.5밀리그램_(1정)","(주)넥스팜코리아","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717100ATB","663608690","피마듀엣정30/2.5밀리그램_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","663608690","피마듀엣정30/2.5밀리그램_(1정)","한국프라임제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0017","S-amlodipine","717100ATB","665508490","듀얼로우정30/2.5밀리그램_(1정)","한국유니온제약(주)","비급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 1","214A0002","hydrochlorothiazide","378900ATB","640900280","로자타플러스에프정_(1정)","(주)일화","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0 18","losartan","378900ATB","640900280","로자타플러스에프정_(1정)","(주)일화","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0 18","losartan","378900ATB","641702890","일양로자탄플러스에프정_(1정)","일양약품(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 1","214A0002","hydrochlorothiazide","378900ATB","641702890","일양로자탄플러스에프정_(1정)","일양약품(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0 18","losartan","378900ATB","641904710","비알살탄플러스에프정_(1정)","(주)보령","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 1","214A0002","hydrochlorothiazide","378900ATB","641904710","비알살탄플러스에프정_(1정)","(주)보령","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 1","214A0002","hydrochlorothiazide","378900ATB","642100320","로자살탄플러스에프정_(1정)","(주)유한양행","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0 18","losartan","378900ATB","642100320","로자살탄플러스에프정_(1정)","(주)유한양행","급여","20170079","2017-02-16"
