식약분류,주성분코드,제품코드,제품명,업체명,ATC코드,ATC코드 명칭
113,611705ATB,651904540,라코정200mg(라코사미드)_(0.2g/1정),명인제약(주),N03AX18,lacosamide
113,611705ATB,657202990,네오팻정200밀리그램(라코사미드)_(0.2g/1정),환인제약(주),N03AX18,lacosamide
113,611705ATB,644704440,빔스크정200밀리그램(라코사미드)_(0.2g/1정),에스케이케미칼(주),N03AX18,lacosamide
113,642407ASS,621100251,파이콤파현탁액0.5mg/mL(페람파넬)_(0.1768g/340mL),한국에자이(주),N03AX22,perampanel
113,642401ATB,651905120,페리콤파정2밀리그램(페람파넬(미분화))_(2mg/1정),명인제약(주),N03AX22,perampanel
113,642401ATB,657204050,페라넬정2밀리그램(페람파넬(미분화))_(2mg/1정),환인제약(주),N03AX22,perampanel
113,642401ATB,621100060,파이콤파필름코팅정2밀리그램(페람파넬)_(2.1mg/1정),한국에자이(주),N03AX22,perampanel
113,642402ATB,651905150,페리콤파정4밀리그램(페람파넬(미분화))_(4mg/1정),명인제약(주),N03AX22,perampanel
113,642402ATB,657204080,페라넬정4밀리그램(페람파넬(미분화))_(4mg/1정),환인제약(주),N03AX22,perampanel
113,642402ATB,621100070,파이콤파필름코팅정4밀리그램(페람파넬)_(4.2mg/1정),한국에자이(주),N03AX22,perampanel
113,642403ATB,651905140,페리콤파정6밀리그램(페람파넬(미분화))_(6mg/1정),명인제약(주),N03AX22,perampanel
113,642403ATB,657204040,페라넬정6밀리그램(페람파넬(미분화))_(6mg/1정),환인제약(주),N03AX22,perampanel
113,642403ATB,621100080,파이콤파필름코팅정6밀리그램(페람파넬)_(6.2mg/1정),한국에자이(주),N03AX22,perampanel
113,642404ATB,651905130,페리콤파정8밀리그램(페람파넬(미분화))_(8mg/1정),명인제약(주),N03AX22,perampanel
113,642404ATB,657204070,페라넬정8밀리그램(페람파넬(미분화))_(8mg/1정),환인제약(주),N03AX22,perampanel
113,642404ATB,621100100,파이콤파필름코팅정8밀리그램(페람파넬)_(8.3mg/1정),한국에자이(주),N03AX22,perampanel
113,642405ATB,651905160,페리콤파정10밀리그램(페람파넬(미분화))_(10mg/1정),명인제약(주),N03AX22,perampanel
113,642405ATB,657204060,페라넬정10밀리그램(페람파넬(미분화))_(10mg/1정),환인제약(주),N03AX22,perampanel
113,642405ATB,621100110,파이콤파필름코팅정10밀리그램(페람파넬)_(10.4mg/1정),한국에자이(주),N03AX22,perampanel
113,642406ATB,651905170,페리콤파정12밀리그램(페람파넬(미분화))_(12mg/1정),명인제약(주),N03AX22,perampanel
113,642406ATB,657204030,페라넬정12밀리그램(페람파넬(미분화))_(12mg/1정),환인제약(주),N03AX22,perampanel
113,642406ATB,621100090,파이콤파필름코팅정12밀리그램(페람파넬)_(12.5mg/1정),한국에자이(주),N03AX22,perampanel
113,692701ALQ,664000471,에피디올렉스내복액_(10g/100mL),한국희귀필수의약품센터,,
113,700901ATB,657203710,제비닉스정200밀리그램(에슬리카르바제핀아세테이트(미분화))_(0.2g/1정),환인제약(주),N03AF04,eslicarbazepine
113,700902ATB,657203720,제비닉스정800밀리그램(에슬리카르바제핀아세테이트(미분화))_(0.8g/1정),환인제약(주),N03AF04,eslicarbazepine
114,100901ACH,648101510,에이서캡슐(아세클로페낙)_(0.1g/1캡슐),경동제약(주),M01AB16,aceclofenac
114,100901ACS,644304150,클란자에스연질캡슐(아세클로페낙)(수출명:SpeenacSoftCaps.)_(0.1g/1캡슐),한국유나이티드제약(주),M01AB16,aceclofenac
114,100901ATB,648101500,"에이서정(아세클로페낙)(수출명: SEONAC, BEEOCURACIN)_(0.1g/1정)",경동제약(주),M01AB16,aceclofenac
114,100901ATB,649802300,아로탈정(아세클로페낙)(수출명:아로세탈정(Arocetaltablet))_(0.1g/1정),명문제약(주),M01AB16,aceclofenac
114,100901ATB,697100050,아세민정(아세클로페낙)_(0.1g/1정),(주)한국피엠지제약,M01AB16,aceclofenac
114,100901ATB,643701580,아로펜정(아세클로페낙)(수출명:아로페나정)_(0.1g/1정),국제약품(주),M01AB16,aceclofenac
114,100901ATB,73001500,아세팜정100밀리그램(아세클로페낙)_(0.1g/1정),건일바이오팜주식회사,M01AB16,aceclofenac
114,100901ATB,684500990,에클로펜정(아세클로페낙)_(0.1g/1정),화일약품(주),M01AB16,aceclofenac
114,100901ATB,643903550,아세펜정(아세클로페낙)_(0.1g/1정),삼일제약(주),M01AB16,aceclofenac
114,100901ATB,655601230,아세로정(아세클로페낙)_(0.1g/1정),한올바이오파마(주),M01AB16,aceclofenac
114,100901ATB,651201220,아세클정(아세클로페낙)_(0.1g/1정),삼천당제약(주),M01AB16,aceclofenac
114,100901ATB,649001080,아세롬정100밀리그램(아세클로페낙)_(0.1g/1정),풍림무약(주),M01AB16,aceclofenac
114,100901ATB,665502000,에이텍정(아세클로페낙)_(0.1g/1정),한국유니온제약(주),M01AB16,aceclofenac
114,100901ATB,621801920,아페민정(아세클로페낙)_(0.1g/1정),(주)한국파비스제약,M01AB16,aceclofenac
114,100901ATB,657202270,아펜탁정(아세클로페낙)_(0.1g/1정),환인제약(주),M01AB16,aceclofenac
114,100901ATB,652604210,에어펜정(아세클로페낙)_(0.1g/1정),알보젠코리아(주),M01AB16,aceclofenac
114,100901ATB,644802230,태극아세클로페낙정_(0.1g/1정),태극제약(주),M01AB16,aceclofenac
114,100901ATB,678600670,세크로낙정100밀리그램(아세클로페낙)_(0.1g/1정),(주)다산제약,M01AB16,aceclofenac
114,100901ATB,654700420,아세클라정(아세클로페낙)_(0.1g/1정),케이엠에스제약(주),M01AB16,aceclofenac
114,100901ATB,661604710,뉴클로페낙정(아세클로페낙)_(0.1g/1정),(주)알피바이오,M01AB16,aceclofenac
114,100901ATB,694001000,대웅바이오아세클로페낙정100밀리그램_(0.1g/1정),대웅바이오(주),M01AB16,aceclofenac
114,100901ATB,643202500,동성아세클로페낙정_(0.1g/1정),동성제약(주),M01AB16,aceclofenac
114,100901ATB,642802650,류마크로정(아세클로페낙)_(0.1g/1정),고려제약(주),M01AB16,aceclofenac
114,100901ATB,645300710,베오페낙정(아세클로페낙)_(0.1g/1정),한림제약(주),M01AB16,aceclofenac
114,100901ATB,657801040,세니탈정(아세클로페낙)(수출명:하나세니탈정)_(0.1g/1정),하나제약(주),M01AB16,aceclofenac
114,100901ATB,643301260,세클로낙정(아세클로페낙)_(0.1g/1정),(주)종근당,M01AB16,aceclofenac
114,100901ATB,625500270,셀페낙정(아세클로페낙)_(0.1g/1정),(주)텔콘알에프제약,M01AB16,aceclofenac
114,100901ATB,647200400,아낙정(아세클로페낙)_(0.1g/1정),한국코러스(주),M01AB16,aceclofenac
114,100901ATB,657502440,아덴만정(아세클로페낙)_(0.1g/1정),미래바이오제약(주),M01AB16,aceclofenac
114,100901ATB,641704880,아리탈정(아세클로페낙)_(0.1g/1정),일양약품(주),M01AB16,aceclofenac
114,100901ATB,645202010,아세낙정(아세클로페낙)_(0.1g/1정),(주)에이프로젠바이오로직스,M01AB16,aceclofenac
114,100901ATB,674400630,아세큐어정(아세클로페낙)_(0.1g/1정),아이큐어(주),M01AB16,aceclofenac
114,100901ATB,642302610,아세크로나정(아세클로페낙)_(0.1g/1정),삼성제약(주),M01AB16,aceclofenac
114,100901ATB,651501060,아세크로정(아세클로페낙)_(0.1g/1정),(주)하원제약,M01AB16,aceclofenac
114,100901ATB,642702240,아세크론정(아세클로페낙)_(0.1g/1정),동화약품(주),M01AB16,aceclofenac
114,100901ATB,654301800,아세탑정(아세클로페낙)_(0.1g/1정),오스틴제약(주),M01AB16,aceclofenac
114,100901ATB,650300920,아엔탈정(아세클로페낙)_(0.1g/1정),진양제약(주),M01AB16,aceclofenac
114,100901ATB,658203010,아이제낙정100밀리그램(아세클로페낙)_(0.1g/1정),(주)비보존제약,M01AB16,aceclofenac
114,100901ATB,644703320,아크로신정(아세클로페낙)_(0.1g/1정),에스케이케미칼(주),M01AB16,aceclofenac
114,100901ATB,658600670,아크로정(아세클로페낙)_(0.1g/1정),이연제약(주),M01AB16,aceclofenac
114,100901ATB,625800250,아펙정(아세클로페낙)_(0.1g/1정),메딕스제약(주),M01AB16,aceclofenac
114,100901ATB,628900120,아펜정(아세클로페낙)_(0.1g/1정),(주)이든파마,M01AB16,aceclofenac
114,100901ATB,649404530,알로페낙정(아세클로페낙)_(0.1g/1정),영일제약(주),M01AB16,aceclofenac
114,100901ATB,698000880,애니락정(아세클로페낙)_(0.1g/1정),(주)제뉴파마,M01AB16,aceclofenac
114,100901ATB,651601780,앤세낙정(아세클로페낙)_(0.1g/1정),한화제약(주),M01AB16,aceclofenac
114,100901ATB,641802300,에어낙정(아세클로페낙)_(0.1g/1정),광동제약(주),M01AB16,aceclofenac
114,100901ATB,656701110,에어팩정(아세클로페낙)_(0.1g/1정),한국넬슨제약(주),M01AB16,aceclofenac
114,100901ATB,665001860,엔클로페낙정(아세클로페낙)_(0.1g/1정),(주)경보제약,M01AB16,aceclofenac
114,100901ATB,642403620,엔페낙정(아세클로페낙)_(0.1g/1정),영진약품(주),M01AB16,aceclofenac
114,100901ATB,642003290,현대아세클로페낙정_(0.1g/1정),현대약품(주),M01AB16,aceclofenac
114,100901ATB,670400900,휴니즈아세클로페낙정_(0.1g/1정),(주)휴온스메디텍,M01AB16,aceclofenac
114,100901ATB,644603430,아크로낙정(아세클로페낙)_(0.1g/1정),조아제약(주),M01AB16,aceclofenac
114,100901ATB,649701520,지엘아세클로페낙정100밀리그램_(0.1g/1정),지엘파마(주),M01AB16,aceclofenac
114,100901ATB,53600020,뉴세페낙정100밀리그램(아세클로페낙)_(0.1g/1정),안국뉴팜(주),M01AB16,aceclofenac
114,100901ATB,52400690,로페낙정(아세클로페낙)_(0.1g/1정),(주)인트로바이오파마,M01AB16,aceclofenac
114,100901ATB,689000470,아세테크정(아세클로페낙)_(0.1g/1정),(주)시어스제약,M01AB16,aceclofenac
114,100901ATB,670501610,아세로탈정100밀리그램(아세클로페낙)_(0.1g/1정),(주)보령바이오파마,M01AB16,aceclofenac
114,100901ATB,57700060,독립아세클로페낙정_(0.1g/1정),독립바이오제약(주),M01AB16,aceclofenac
114,100901ATB,679601120,아세바정100밀리그램(아세클로페낙)_(0.1g/1정),(주)서흥,M01AB16,aceclofenac
114,100901ATB,623005340,신텍클로페낙정100밀리그램(아세클로페낙)_(0.1g/1정),한국신텍스제약(주),M01AB16,aceclofenac
114,100901ATB,58200350,세로탈정100밀리그램(아세클로페낙)_(0.1g/1정),(주)아리제약,M01AB16,aceclofenac
114,100901ATB,53500180,오스템아세클로페낙정_(0.1g/1정),오스템파마주식회사,M01AB16,aceclofenac
114,100901ATB,664102930,아세클로디드정(아세클로페낙)_(0.1g/1정),디아이디바이오(주),M01AB16,aceclofenac
114,100901ATB,57000810,아세클론정(아세클로페낙)_(0.1g/1정),주식회사 더유제약,M01AB16,aceclofenac
114,100901ATB,57600580,아세진정(아세클로페낙)_(0.1g/1정),대원바이오텍주식회사,M01AB16,aceclofenac
114,100901ATB,622600420,아세티론정(아세클로페낙)_(0.1g/1정),(주)씨엘팜,M01AB16,aceclofenac
114,100901ATB,663803260,툴스페낙정100밀리그램(아세클로페낙)_(0.1g/1정),천우신약(주),M01AB16,aceclofenac
114,100901ATB,59600280,아세요정(아세클로페낙)_(0.1g/1정),(주)킴스제약,M01AB16,aceclofenac
114,100901ATB,55102270,코스페낙정100밀리그램(아세클로페낙)_(0.1g/1정),코스맥스파마(주),M01AB16,aceclofenac
114,100901ATB,653702340,아리펜정(아세클로페낙)_(0.1g/1정),삼남제약(주),M01AB16,aceclofenac
114,100901ATB,60500010,메가클로페낙정(아세클로페낙)_(0.1g/1정),(주)엘앤씨바이오,M01AB16,aceclofenac
114,100901ATB,73200570,아세크정(아세클로페낙)_(0.1g/1정),주식회사 노바엠헬스케어,M01AB16,aceclofenac
114,100901ATB,693900040,셀트리온아세클로페낙정_(0.1g/1정),(주)셀트리온제약,M01AB16,aceclofenac
114,100901ATB,622800200,아페락정(아세클로페낙)_(0.1g/1정),(주)마더스제약,M01AB16,aceclofenac
114,100901ATB,642502460,아크로펜정(아세클로페낙)_(0.1g/1정),동아에스티(주),M01AB16,aceclofenac
114,100901ATB,654001260,아펜탈정(아세클로페낙)_(0.1g/1정),아주약품(주),M01AB16,aceclofenac
114,100901ATB,645403280,에이펙스정(아세클로페낙)_(0.1g/1정),제일약품(주),M01AB16,aceclofenac
114,100901ATB,647300800,아세클낙정(아세클로페낙)_(0.1g/1정),에이치엘비제약(주),M01AB16,aceclofenac
114,100901ATB,640900550,아세클란정(아세클로페낙)_(0.1g/1정),(주)일화,M01AB16,aceclofenac
114,100901ATB,662501270,아스낙정(아세클로페낙)_(0.1g/1정),(주)넥스팜코리아,M01AB16,aceclofenac
114,100901ATB,696600070,일양바이오아세클로페낙정_(0.1g/1정),일양바이오팜(주),M01AB16,aceclofenac
114,100901ATB,647803710,크리페낙정(아세클로페낙)_(0.1g/1정),삼진제약(주),M01AB16,aceclofenac
114,100901ATB,641601920,에어탈정(아세클로페낙)_(0.1g/1정),(주)대웅제약,M01AB16,aceclofenac
114,100901ATB,663300870,에스노펜정(아세클로페낙)_(0.1g/1정),에스에스팜(주),M01AB16,aceclofenac
114,100901ATB,643100050,뉴마탈정(아세클로페낙)_(0.1g/1정),(주)바이넥스,M01AB16,aceclofenac
114,100901ATB,671801920,세나펜정(아세클로페낙)_(0.1g/1정),대원제약(주),M01AB16,aceclofenac
114,100901ATB,670601220,세크로정(아세클로페낙)(수출명:HUONSACENACTab.)_(0.1g/1정),(주)휴온스,M01AB16,aceclofenac
114,100901ATB,644000990,세클펜정(아세클로페낙)(수출명:CECLOFEN Tab.)_(0.1g/1정),삼익제약(주),M01AB16,aceclofenac
114,100901ATB,663601080,아가펜정(아세클로페낙)_(0.1g/1정),한국프라임제약(주),M01AB16,aceclofenac
114,100901ATB,653001330,아나클정(아세클로페낙)(수출명:파나정정)_(0.1g/1정),(주)한국파마,M01AB16,aceclofenac
114,100901ATB,648203610,아로낙정(아세클로페낙)_(0.1g/1정),(주)유영제약,M01AB16,aceclofenac
114,100901ATB,664900360,아세날정(아세클로페낙)_(0.1g/1정),성원애드콕제약(주),M01AB16,aceclofenac
114,100901ATB,625200230,아세로낙정(아세클로페낙)_(0.1g/1정),(주)화이트생명과학,M01AB16,aceclofenac
114,100901ATB,669804090,아세론정(아세클로페낙)_(0.1g/1정),구주제약(주),M01AB16,aceclofenac
114,100901ATB,646201260,아세젠정(아세클로페낙)_(0.1g/1정),(주)뉴젠팜,M01AB16,aceclofenac
114,100901ATB,669604450,아세쿨정(아세클로페낙)_(0.1g/1정),(주)아이월드제약,M01AB16,aceclofenac
114,100901ATB,653401660,아세탈정(아세클로페낙)_(0.1g/1정),동국제약(주),M01AB16,aceclofenac
114,100901ATB,645604400,아세틸론정(아세클로페낙)_(0.1g/1정),대화제약(주),M01AB16,aceclofenac
114,100901ATB,669902550,아세파인정(아세클로페낙)_(0.1g/1정),대한뉴팜(주),M01AB16,aceclofenac
114,100901ATB,650201020,아세페낙정(아세클로페낙)_(0.1g/1정),안국약품(주),M01AB16,aceclofenac
114,100901ATB,643501740,아섹정100밀리그램(아세클로페낙)_(0.1g/1정),한미약품(주),M01AB16,aceclofenac
114,100901ATB,693200160,아스로정(아세클로페낙)_(0.1g/1정),(주)한국글로벌제약,M01AB16,aceclofenac
114,100901ATB,670101330,아스로펜정(아세클로페낙)_(0.1g/1정),(주)팜젠사이언스,M01AB16,aceclofenac
114,100901ATB,648502580,아클론정(아세클로페낙)_(0.1g/1정),신풍제약(주),M01AB16,aceclofenac
114,100901ATB,698500220,아클펜정(아세클로페낙)_(0.1g/1정),(주)테라젠이텍스,M01AB16,aceclofenac
114,100901ATB,656000830,아페낙정(아세클로페낙)_(0.1g/1정),알리코제약(주),M01AB16,aceclofenac
114,100901ATB,648601250,아포낙정(아세클로페낙)_(0.1g/1정),(주)씨엠지제약,M01AB16,aceclofenac
114,100901ATB,649102100,에어클란정(아세클로페낙)_(0.1g/1정),한국휴텍스제약(주),M01AB16,aceclofenac
114,100901ATB,657302780,에어페낙정(아세클로페낙)_(0.1g/1정),(주)동구바이오제약,M01AB16,aceclofenac
114,100901ATB,653802100,에이낙정(아세클로페낙)_(0.1g/1정),신일제약(주),M01AB16,aceclofenac
114,100901ATB,649601680,에이펜정(아세클로페낙)_(0.1g/1정),대우제약(주),M01AB16,aceclofenac
114,100901ATB,660701380,위더스페낙정(아세클로페낙)_(0.1g/1정),위더스제약(주),M01AB16,aceclofenac
114,100901ATB,649502440,유니세탈정(아세클로페낙)_(0.1g/1정),유니메드제약(주),M01AB16,aceclofenac
114,100901ATB,671700970,카나펜정(아세클로페낙)_(0.1g/1정),주식회사제뉴원사이언스,M01AB16,aceclofenac
114,100901ATB,52700370,케페낙정100밀리그램(아세클로페낙)_(0.1g/1정),(주)휴온스생명과학,M01AB16,aceclofenac
114,100901ATB,661901670,크로탈정(아세클로페낙)_(0.1g/1정),영풍제약(주),M01AB16,aceclofenac
114,100901ATB,644304160,클란자정(아세클로페낙)(수출명:SpeenacTabs.)_(0.1g/1정),한국유나이티드제약(주),M01AB16,aceclofenac
114,100901ATB,646002430,페노클정(아세클로페낙)_(0.1g/1정),(주)메디카코리아,M01AB16,aceclofenac
114,100901ATB,628800250,휴낙정(아세클로페낙)_(0.1g/1정),(주)휴비스트제약,M01AB16,aceclofenac
114,100901ATB,53300200,아세크릴정(아세클로페낙)_(0.1g/1정),(주)중헌제약,M01AB16,aceclofenac
114,100901ATB,658106680,아세네정(아세클로페낙)_(0.1g/1정),(유)한풍제약,M01AB16,aceclofenac
114,100901ATB,59000440,아세티정(아세클로페낙)_(0.1g/1정),주식회사케이에스제약,M01AB16,aceclofenac
114,100903ATR,655404510,아셀로CR서방정200밀리그램(아세클로페낙)_(0.2g/1정),일성신약(주),M01AB16,aceclofenac
114,100903ATR,659900960,팜페낙CR정(아세클로페낙)_(0.2g/1정),(주)한국팜비오,M01AB16,aceclofenac
114,100903ATR,643703580,아로펜CR정(아세클로페낙)_(0.2g/1정),국제약품(주),M01AB16,aceclofenac
114,100903ATR,645304510,베오페낙CR정(아세클로페낙)_(0.2g/1정),한림제약(주),M01AB16,aceclofenac
114,100903ATR,645905970,아세롱CR정(아세클로페낙)_(0.2g/1정),동광제약(주),M01AB16,aceclofenac
114,100903ATR,654304650,아세탑CR정(아세클로페낙)_(0.2g/1정),오스틴제약(주),M01AB16,aceclofenac
114,100903ATR,649102870,에어클란CR정(아세클로페낙)_(0.2g/1정),한국휴텍스제약(주),M01AB16,aceclofenac
114,100903ATR,643104100,뉴마탈CR정(아세클로페낙)_(0.2g/1정),(주)바이넥스,M01AB16,aceclofenac
114,100903ATR,669906840,아세파인CR정(아세클로페낙)_(0.2g/1정),대한뉴팜(주),M01AB16,aceclofenac
114,100903ATR,656204570,레세낙CR정(아세클로페낙)_(0.2g/1정),(주)바스칸바이오제약,M01AB16,aceclofenac
114,100903ATR,641501940,엠페낙CR정(아세클로페낙)_(0.2g/1정),맥널티제약(주),M01AB16,aceclofenac
114,100903ATR,657806220,세니탈CR정(아세클로페낙)_(0.2g/1정),하나제약(주),M01AB16,aceclofenac
114,100903ATR,657307410,에어페낙CR정(아세클로페낙)_(0.2g/1정),(주)동구바이오제약,M01AB16,aceclofenac
114,100903ATR,650303890,아엔탈CR정(아세클로페낙)_(0.2g/1정),진양제약(주),M01AB16,aceclofenac
114,100903ATR,664901750,아세날CR정(아세클로페낙)_(0.2g/1정),성원애드콕제약(주),M01AB16,aceclofenac
114,100903ATR,651300680,아크로날CR정(아세클로페낙)_(0.2g/1정),(주)새한제약,M01AB16,aceclofenac
114,100903ATR,669805390,아세론CR정(아세클로페낙)_(0.2g/1정),구주제약(주),M01AB16,aceclofenac
114,100903ATR,653006430,파마아세클로페낙CR정(아세클로페낙)_(0.2g/1정),(주)한국파마,M01AB16,aceclofenac
114,100903ATR,658603790,아크로CR정(아세클로페낙)_(0.2g/1정),이연제약(주),M01AB16,aceclofenac
114,100903ATR,658107280,아세네CR서방정(아세클로페낙)_(0.2g/1정),(유)한풍제약,M01AB16,aceclofenac
114,100903ATR,649605290,에이펜CR서방정(아세클로페낙)_(0.2g/1정),대우제약(주),M01AB16,aceclofenac
114,100903ATR,622804020,아페락CR서방정(아세클로페낙)_(0.2g/1정),(주)마더스제약,M01AB16,aceclofenac
114,100903ATR,54800520,아클페낙CR서방정(아세클로페낙)_(0.2g/1정),엔비케이제약(주),M01AB16,aceclofenac
114,100903ATR,684501650,에클로펜CR서방정(아세클로페낙)_(0.2g/1정),화일약품(주),M01AB16,aceclofenac
114,100903ATR,653805620,에이스낙CR서방정200밀리그램(아세클로페낙)_(0.2g/1정),신일제약(주),M01AB16,aceclofenac
114,100903ATR,663608100,아가펜서방정(아세클로페낙)_(0.2g/1정),한국프라임제약(주),M01AB16,aceclofenac
114,100903ATR,625801060,아펙서방정(아세클로페낙)_(0.2g/1정),메딕스제약(주),M01AB16,aceclofenac
114,100903ATR,640904060,아세클란CR서방정(아세클로페낙)_(0.2g/1정),(주)일화,M01AB16,aceclofenac
114,100903ATR,669502580,에세탈서방정(아세클로페낙)_(0.2g/1정),(주)씨티씨바이오,M01AB16,aceclofenac
114,100903ATR,696601100,아세클로CR정(아세클로페낙)_(0.2g/1정),일양바이오팜(주),M01AB16,aceclofenac
114,100903ATR,73001180,아세팜CR정(아세클로페낙)_(0.2g/1정),건일바이오팜주식회사,M01AB16,aceclofenac
114,100903ATR,644307820,클란자CR정(아세클로페낙)_(0.2g/1정),한국유나이티드제약(주),M01AB16,aceclofenac
114,100903ATR,650203910,아세페낙CR정(아세클로페낙)_(0.2g/1정),안국약품(주),M01AB16,aceclofenac
114,100903ATR,671704970,클라낙CR정(아세클로페낙)_(0.2g/1정),주식회사제뉴원사이언스,M01AB16,aceclofenac
114,100903ATR,698400400,클로켐CR정(아세클로페낙)_(0.2g/1정),한국바이오켐제약(주),M01AB16,aceclofenac
114,101332ASY,645702601,세토펜건조시럽(아세트아미노펜)_(120g/300g),삼아제약(주),N02BE01,paracetamol
114,101332ASY,658202841,펜노미아건조시럽(아세트아미노펜)_(120g/300g),(주)비보존제약,N02BE01,paracetamol
114,101332ASY,650204491,라페론건조시럽(아세트아미노펜)_(120g/300g),안국약품(주),N02BE01,paracetamol
114,101330ASS,645700891,세토펜현탁액(아세트아미노펜)_(16g/500mL),삼아제약(주),N02BE01,paracetamol
114,101330ASS,672300253,어린이타이레놀현탁액(아세트아미노펜(미분화))_(16g/500mL)(무색소),한국존슨앤드존슨판매(유),N02BE01,paracetamol
114,101303ATB,653700510,삼남아세트아미노펜정_(0.3g/1정),삼남제약(주),N02BE01,paracetamol
114,101305ATB,654200520,알파아세트아미노펜정500밀리그람_(0.5g/1정),알파제약(주),N02BE01,paracetamol
114,101305ATB,654301440,세리콘정(아세트아미노펜)_(0.5g/1정),오스틴제약(주),N02BE01,paracetamol
114,101305ATB,644000780,삼익아세트아미노펜정500밀리그람_(0.5g/1정),삼익제약(주),N02BE01,paracetamol
114,101305ATB,653700520,삼남아세트아미노펜정500밀리그람_(0.5g/1정),삼남제약(주),N02BE01,paracetamol
114,101305ATB,649808140,펜아콜정500밀리그램(아세트아미노펜)_(0.5g/1정),명문제약(주),N02BE01,paracetamol
114,101401ATB,645700860,세토펜정(아세트아미노펜)_(0.16g/1정),삼아제약(주),N02BE01,paracetamol
114,101401ATB,649601610,어린이용타스펜정160밀리그램(아세트아미노펜)_(0.16g/1정),대우제약(주),N02BE01,paracetamol
114,101401ATB,670301810,트라몰정160밀리그람(아세트아미노펜)_(0.16g/1정),코오롱제약(주),N02BE01,paracetamol
114,101404ATB,643100290,루트펜325밀리그램정(아세트아미노펜)_(0.325g/1정),(주)바이넥스,N02BE01,paracetamol
114,101404ATB,645700870,세토펜정325밀리그램(아세트아미노펜)_(0.325g/1정),삼아제약(주),N02BE01,paracetamol
114,101404ATB,670601430,아미세타정325밀리그람(아세트아미노펜제피세립)_(0.325g/1정),(주)휴온스,N02BE01,paracetamol
114,101404ATB,653801880,아세핀정(아세트아미노펜제피세립)_(0.325g/1정),신일제약(주),N02BE01,paracetamol
114,101404ATB,653700830,아스타펜정325밀리그람(아세트아미노펜제피세립)_(0.325g/1정),삼남제약(주),N02BE01,paracetamol
114,101404ATB,649602220,"타스멘정(아세트아미노펜)_(아세트아미노펜, 0.325g/1정)",대우제약(주),N02BE01,paracetamol
114,101404ATB,670301820,트라몰정325밀리그람(아세트아미노펜)_(0.325g/1정),코오롱제약(주),N02BE01,paracetamol
114,101404ATB,671803310,펜세타정(아세트아미노펜제피세립)_(0.325g/1정),대원제약(주),N02BE01,paracetamol
114,101404ATB,655403770,일성아세트아미노펜정325밀리그램_(0.325g/1정),일성신약(주),N02BE01,paracetamol
114,101404ATB,650205710,라페론정325밀리그램(아세트아미노펜)_(0.325g/1정),안국약품(주),N02BE01,paracetamol
114,101404ATB,60500030,엘앤씨메가펜정(아세트아미노펜제피세립)_(0.3457g/1정),(주)엘앤씨바이오,N02BE01,paracetamol
114,101404ATR,642204320,타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정),부광약품(주),N02BE01,paracetamol
114,101406ATB,645700880,세토펜정80밀리그램(아세트아미노펜)_(80mg/1정),삼아제약(주),N02BE01,paracetamol
114,101430ATR,650205720,라페론8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),안국약품(주),N02BE01,paracetamol
114,101430ATR,628801440,타이레펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),(주)휴비스트제약,N02BE01,paracetamol
114,101430ATR,657308190,타이몰8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),(주)동구바이오제약,N02BE01,paracetamol
114,101430ATR,645301160,엔시드8시간이알서방정650mg(아세트아미노펜)_(0.65g/1정),한림제약(주),N02BE01,paracetamol
114,101430ATR,649602230,타스펜8시간이알서방정650밀리그람(아세트아미노펜)(수출명:도로돈이알정)_(0.65g/1정),대우제약(주),N02BE01,paracetamol
114,101430ATR,652901880,티메롤8시간이알서방정(아세트아미노펜)_(0.65g/1정),(주)서울제약,N02BE01,paracetamol
114,101430ATR,665002340,이알펜8시간서방정(아세트아미노펜)_(0.65g/1정),(주)경보제약,N02BE01,paracetamol
114,101430ATR,693201820,타미스펜8시간이알서방정(아세트아미노펜)_(0.65g/1정),(주)한국글로벌제약,N02BE01,paracetamol
114,101430ATR,622803650,아세트엠8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),(주)마더스제약,N02BE01,paracetamol
114,101430ATR,670501910,세타펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),(주)보령바이오파마,N02BE01,paracetamol
114,101430ATR,645700850,세토펜8시간이알서방정(아세트아미노펜)_(0.65g/1정),삼아제약(주),N02BE01,paracetamol
114,101430ATR,661901710,"타이펜8시간이알서방정_(아세트아미노펜, 0.65g/1정)",영풍제약(주),N02BE01,paracetamol
114,101430ATR,657801970,타이리콜8시간이알서방정(아세트아미노펜)_(0.65g/1정),하나제약(주),N02BE01,paracetamol
114,101430ATR,698003380,아니스펜8시간이알서방정(아세트아미노펜)_(0.65g/1정),(주)제뉴파마,N02BE01,paracetamol
114,101430ATR,643501510,써스펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),한미약품(주),N02BE01,paracetamol
114,101430ATR,670301800,트라몰8시간서방정650밀리그람(아세트아미노펜)_(0.65g/1정),코오롱제약(주),N02BE01,paracetamol
114,101430ATR,642202200,타세놀8시간이알서방정(아세트아미노펜)_(0.65g/1정),부광약품(주),N02BE01,paracetamol
