product_code,product_name,comp,cancel,appr_date,std_code,atc,ing_en,e_code,raw_material,appr_type,atc_1,atc_2,atc_3,atc_4
202003060,디아로펜플러스캡슐,일양약품(주),정상,2020-04-27,"8806417058502,8806417058519",A07BB,Acrinol Hydrate/Berberine Chloride Hydrate/Bismuth Subnitrate/Scopolia Extract Powder 10%,202003060.0,완제의약품,신고,A,A07,A07B,A07BB
200708107,"디알클리어점안액(카르복시메틸셀룰로오스나트륨)(1회용), 디알클리어점안액(카르복시메틸셀룰로오스나트륨)",삼천당제약(주),정상,2007-07-13,"8806512038102,8806741000505,8806512038119,8806512038515,8806512038508,8806741000536,8806512038522,8806512038539,8806512041119,8806512041126,8806512041133,8806512041140,8806512041102,8806512052214,8806512052221,8806512052207,8806512055314,8806512055321,8806512055413,8806512055420,8806512055307,8806512055406",S01XA20,Carboxymethylcellulose Sodium,200708107.0,완제의약품,신고,S,S01,S01X,S01XA
202201194,디알클리어점안액1.0%(카르복시메틸셀룰로오스나트륨)(1회용),삼천당제약(주),정상,2022-03-24,"8806512058100,8806512058117,8806512058124",S01XA20,Carboxymethylcellulose Sodium,202201194.0,완제의약품,신고,S,S01,S01X,S01XA
202104843,디알프레쉬에프점안액(카르복시메틸셀룰로오스나트륨)(1회용),(주)옵투스제약,정상,2021-06-24,"8806741019606,8806741019613,8806741019620,8806741019637,8806741020114,8806741020121,8806741020138,8806741020107,8806741019644,8806741019651",S01XA20,Carboxymethylcellulose Sodium,202104843.0,완제의약품,허가,S,S01,S01X,S01XA
200801407,디알프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용),(주)옵투스제약,정상,2008-02-01,"8806741002509,8806741002516,8806741002523,8806741002530,8806741002608,8806741002615,8806741002622,8806741002639,8806741006415,8806741006422,8806741006408,8806741006910,8806741006927,8806741006903,8806741009218,8806741009225,8806741009201,8806741009928,8806741009935,8806741009911,8806741009904,8806741006934,8806741011716,8806741011723,8806741011730,8806741011747,8806741011815,8806741011822,8806741011839,8806741011846,8806741002646,8806741011914,8806741011921,8806741011938,8806741011945,8806741012010,8806741012027,8806741012034,8806741012041,8806741011709,8806741011808,8806741011907,8806741012003",S01XA20,Carboxymethylcellulose Sodium,200801407.0,완제의약품,신고,S,S01,S01X,S01XA
202001726,디어미순정,(주)녹십자,정상,2020-03-12,"8806436058804,8806436058811",G03AA10,Ethinyl Estradiol/Gestodene,202001726.0,완제의약품,허가,G,G03,G03A,G03AA
201401236,디어미정,(주)녹십자,정상,2014-03-18,"8806436050204,8806436050211",G03AA10,Ethinyl Estradiol/Gestodene,201401236.0,완제의약품,신고,G,G03,G03A,G03AA
201902097,디에클렌스프레이,현대약품(주),정상,2019-04-05,"8806420043410,8806420043403",D10AX30,Allantoin/Salicylic Acid/Ethanol 95%,201902097.0,완제의약품,신고,D,D10,D10A,D10AX
202201755,디오라인정600밀리그램(디오스민),동아제약(주),정상,2022-04-29,"8806265017904,8806265017928,8806265017911",C05CA03,Diosmin,202201755.0,완제의약품,신고,C,C05,C05C,C05CA
202302177,디오라인티현탁용분말(디오스민),동아제약(주),정상,2023-07-18,"8806265020201,8806265020218,8806265020225",C05CA03,Diosmin,,완제의약품,허가,C,C05,C05C,C05CA
201906140,디오맥스정600밀리그램(디오스민),풍림무약(주),정상,2019-08-29,"8806490021400,8806490021417,8806490021424",C05CA03,Diosmin,201906140.0,완제의약품,허가,C,C05,C05C,C05CA
202003426,디오민정600밀리그램(디오스민),에이치엘비제약(주),정상,2020-05-12,"8806473039514,8806473039507",C05CA03,Diosmin,,완제의약품,신고,C,C05,C05C,C05CA
201908111,디오센정600밀리그램(디오스민)(수출용),한국유니온제약(주),정상,2019-11-27,"8806655077204,8806655077211,8806655077228",C05CA03,Diosmin,,완제의약품,신고,C,C05,C05C,C05CA
202302041,디오치민정(디오스민),일양약품(주),정상,2023-07-03,"8806417062608,8806417062615,8806417062622",C05CA03,Diosmin,202302041.0,완제의약품,신고,C,C05,C05C,C05CA
202402183,디오프로정600밀리그램(디오스민),케이엠에스제약(주),정상,2024-09-09,"8806547023203,8806547023210,8806547023227",C05CA03,Diosmin,,완제의약품,신고,C,C05,C05C,C05CA
200807145,디옥타현탁액(디옥타헤드랄스멕타이트),대웅바이오(주),정상,2008-06-27,"8806684004301,8806940015805,8806684004318,8806940015829,8806684004325,8806940015812,8806684004332,8806684004349",A07BC05,Dioctahedral Smectite,,완제의약품,신고,A,A07,A07B,A07BC
201700836,디유비정,(주)휴온스,정상,2017-02-16,"8806706076033,8806706076002,8806706076026",A06AB52,Bisacodyl/Ursodeoxycholic Acid/Dimethicone,201700836.0,완제의약품,신고,A,A06,A06A,A06AB
201405755,디제스콘더블액션현탁액(수출용),태극제약(주),정상,2014-12-04,"8806448048800,8806448048817,8806448048824,8806448048831",A02BX,Sodium Alginate/Sodium Bicarbonate/Precipitated Calcium Carbonate,201405755.0,완제의약품,신고,A,A02,A02B,A02BX
199301967,디제스탈정(수출용),대화제약(주),정상,1993-02-16,"8806456006908,8806456006915,8806456006922,8806456006939,8806456006946,8806456006953",A09AA,Pancreatin/Ox Bile Extract/Dimethicone/Hemicellulase,,완제의약품,신고,A,A09,A09A,A09AA
200402122,"디젠정(수출명:Digestal,Dailase)",대화제약(주),정상,2004-10-13,"8806456007004,8806456007011,8806456007028,8806456007035",A02AX,Magnesium Carbonate/Sodium Bicarbonate/Diastase·Protease 100/Scopolia Extract Powder 10%,200402122.0,완제의약품,신고,A,A02,A02A,A02AX
202401259,디카돌정,한국프라임제약(주),정상,2024-05-22,"8806636088304,8806636088311,8806636088328",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Powder,,완제의약품,신고,A,A12,A12A,A12AX
202005599,디카듀오정100/1000,대웅바이오(주),정상,2020-08-03,"8806940032208,8806940032215,8806940032222",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,202005599.0,완제의약품,신고,A,A12,A12A,A12AX
202005600,디카듀오정300/1000,대웅바이오(주),정상,2020-08-03,"8806940032307,8806940032314,8806940032321",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,,완제의약품,신고,A,A12,A12A,A12AX
202005601,디카듀오정500/1000,대웅바이오(주),정상,2020-08-03,"8806940032406,8806940032413,8806940032420",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,,완제의약품,신고,A,A12,A12A,A12AX
201901368,디카렉정,(주)바스칸바이오제약,정상,2019-03-06,"8806562049813,8806562049820,8806562049806",A12AX,Calcium Carbonate/Cholecalciferol Concentrate Granules,201901368.0,완제의약품,신고,A,A12,A12A,A12AX
202402944,디카렉플러스정,(주)바스칸바이오제약,정상,2024-12-12,"8806562054404,8806562054411,8806562054428",A12AX,Calcium Carbonate/Magnesium Carbonate/Cholecalciferol Concentrate Granules,,완제의약품,신고,A,A12,A12A,A12AX
200501369,디카맥스1000정,(주)다림바이오텍,정상,2005-05-19,"8806646004608,8806646004615,8806646004622,8806646004639,8806646004646,8806646004653",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Granules,200501369.0,완제의약품,신고,A,A12,A12A,A12AX
201500281,디카맥스500/350정,(주)다림바이오텍,정상,2015-01-20,"8806646021308,8806646021322,8806646021315",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Granules,201500281.0,완제의약품,신고,A,A12,A12A,A12AX
200802773,디카맥스디정,(주)다림바이오텍,정상,2008-03-13,"8806646011804,8806646011811,8806646011828,8806646011835,8806646011842,8806646011859,8806646011866",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Granules,200802773.0,완제의약품,신고,A,A12,A12A,A12AX
200802864,디카맥스디플러스정,(주)다림바이오텍,정상,2008-03-14,"8806646011903,8806646011927,8806646011910",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Granules,200802864.0,완제의약품,신고,A,A12,A12A,A12AX
201309490,디카맥스에브리원정,(주)다림바이오텍,정상,2013-09-30,"8806646021100,8806646021117,8806646021124",A11JB,Cholecalciferol Concentrate Granules/Calcium Carbonate/Magnesium Oxide/Zinc Oxide/Fursultiamine/Riboflavin/Calcium Pantothenate/Pyridoxine Hydrochloride/Folic Acid/Cyanocobalamin/Ascorbic Acid Granules 97%,201309490.0,완제의약품,신고,A,A11,A11J,A11JB
202102172,디카맥스에이치씨산,(주)다림바이오텍,정상,2021-03-09,"8806646026716,8806646026723,8806646026709",A12AX,Calcium Carbonate Granules 95%/Cholecalciferol Concentrate Granules,,완제의약품,신고,A,A12,A12A,A12AX
201703064,디카본100정,코스맥스파마(주),정상,2017-06-05,"8800551000519,8800551000502,8800551000526",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,201703064.0,완제의약품,신고,A,A12,A12A,A12AX
201703065,디카본300정,코스맥스파마(주),정상,2017-06-05,"8800551000601,8800551000618,8800551000625,8800551000632,8800551000649",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,201703065.0,완제의약품,신고,A,A12,A12A,A12AX
201703066,디카본500정,코스맥스파마(주),정상,2017-06-05,"8800551000700,8800551000717,8800551000724",A12AX,Calcium Carbonate/Cholecalciferol Concentrate,201703066.0,완제의약품,신고,A,A12,A12A,A12AX
201303989,디카엠정,(주)마더스제약,정상,2013-02-06,"8806228014001,8806228014018",A04AD,Dimenhydrinate/Anhydrous Caffeine,201303989.0,완제의약품,신고,A,A04,A04A,A04AD
202107747,디카킴디정,(주)킴스제약,정상,2021-12-01,"8800596006606,8800596006613,8800596006620",A12AX,Calcium Carbonate/Cholecalciferol Concentrate Powder,202107747.0,완제의약품,신고,A,A12,A12A,A12AX
202107745,디카킴맥스정,(주)킴스제약,정상,2021-12-01,"8800596006507,8800596006514,8800596006521",A12AX,Calcium Carbonate/Cholecalciferol Concentrate Powder,,완제의약품,신고,A,A12,A12A,A12AX
202107746,디카킴플러스정,(주)킴스제약,정상,2021-12-01,"8800596006705,8800596006712,8800596006729",A12AX,Calcium Carbonate/Cholecalciferol Concentrate Powder,,완제의약품,신고,A,A12,A12A,A12AX
201705793,디카테오400정,(주)다림바이오텍,정상,2017-07-20,"8806646022114,8806646022107",A12AX,Calcium Citrate Hydrate/Cholecalciferol Granules,201705793.0,완제의약품,신고,A,A12,A12A,A12AX
202009337,디카테오엘씨정,(주)다림바이오텍,정상,2020-12-30,"8806646026426,8806646026419,8806646026402",A12AX,Calcium Citrate Hydrate/Cholecalciferol Concentrate Granules,202009337.0,완제의약품,신고,A,A12,A12A,A12AX
201205447,디카테오정,(주)다림바이오텍,정상,2012-06-07,"8806646020905,8806646020912,8806646020929",A12AX,Calcium Citrate/Cholecalciferol Concentrate Granules,201205447.0,완제의약품,신고,A,A12,A12A,A12AX
200809786,디카틴정(엘카르니틴),대한뉴팜(주),정상,2008-09-24,"8806699051802,8806699051819",A16AA01,L-Carnitine,200809786.0,완제의약품,신고,A,A16,A16A,A16AA
202403020,디칼본케어정,엔비케이제약(주),정상,2024-12-19,"8800548015908,8800548015915,8800548015922",A12AX,Calcium Citrate Hydrate/Cholecalciferol Concentrate/Cyanocobalamin/Thiamine Hydrochloride,,완제의약품,신고,A,A12,A12A,A12AX
202106513,디케이정,미래바이오제약(주),정상,2021-09-13,"8806575039108,8806575039115,8806575039122",A11JC,Cholecalciferol Concentrate Powder/Phytonadione/Manganese Sulfate/Anhydrous Dibasic Calcium Phosphate/Magnesium Oxide/Ursodeoxycholic Acid/Ubidecarenone,202106513.0,완제의약품,신고,A,A11,A11J,A11JC
202103144,디쿨파워플라스타(디클로페낙나트륨),(주)티디에스팜,정상,2021-04-15,"8806798020112,8806798020129,8806798020105,8806798022413,8806798022420,8806798022406",M02AA15,Diclofenac Sodium,202103144.0,완제의약품,허가,M,M02,M02A,M02AA
202200793,디큐펜맥스연질캡슐,(주)알피바이오,정상,2022-02-21,"8806616056606,8806616056613",N02BE51,Acetaminophen/Anhydrous Caffeine/Riboflavin Butyrate,202200793.0,완제의약품,신고,N,N02,N02B,N02BE
202301097,디큐펜맥스정500밀리그램(아세트아미노펜),(주)알피바이오,정상,2023-03-31,"8806616057405,8806616057412",N02BE01,Acetaminophen,202301097.0,완제의약품,신고,N,N02,N02B,N02BE
202100359,디큐펜프로나이트연질캡슐,(주)알피바이오,정상,2021-01-12,"8806616056101,8806616056118",M01AE51,Ibuprofen/Diphenhydramine Hydrochloride,,완제의약품,허가,M,M01,M01A,M01AE
201005773,디큐펜프로연질캡슐(이부프로펜),(주)알피바이오,정상,2010-09-30,"8806616030101,8806616030118,8806616030125",M01AE01,Ibuprofen,201005773.0,완제의약품,신고,M,M01,M01A,M01AE
198601047,디크로닉정(클로닉신리시네이트),대화제약(주),정상,1986-11-17,"8806456007103,8806456007110,8806456007127,8806456007134,8806456007141,8806456007158,8806456007165,8806456007172",M01AX,Clonixin Lysinate,198601047.0,완제의약품,신고,M,M01,M01A,M01AX
199301968,디크로닉정250밀리그램(클로닉신리시네이트)(수출용),대화제약(주),정상,1993-04-23,"8806456007202,8806456007219,8806456007226,8806456007233",M01AX,Clonixin Lysinate,199301968.0,완제의약품,신고,M,M01,M01A,M01AX
201206948,디클로겔(디클로페낙디에틸아민염),알리코제약(주),정상,2012-09-26,"8806560031506,8806560031513",M02AA15,Diclofenac Diethylamine,201206948.0,완제의약품,신고,M,M02,M02A,M02AA
202302480,디클로맥스플라스타(디클로페낙나트륨),신신제약(주),정상,2023-08-22,"8806438037005,8806438037012,8806438036916,8806438036909,8806438037715,8806438037616,8806438037609,8806438037708",M02AA15,Diclofenac Sodium,,완제의약품,신고,M,M02,M02A,M02AA
201500494,디클로메드액0.074%(디클로페낙),코오롱제약(주),정상,2015-01-30,"8806703039208,8806703039215",A01AD,Diclofenac,201500494.0,완제의약품,허가,A,A01,A01A,A01AD
200702890,디클로펜24첩부제(디클로페낙디에틸암모늄),제일헬스사이언스(주),정상,2007-03-08,"8800543000107,8806454015001,8800543000114,8806454015018,8800543000121,8806454015025,8806454015032",M02AA15,Diclofenac Diethylammonium,200702890.0,완제의약품,신고,M,M02,M02A,M02AA
202302836,디클로하이카타플라스마(디클로페낙나트륨),(주)다산제약,정상,2023-09-27,"8806786020506,8806786020513",M02AA15,Diclofenac Sodium,,완제의약품,신고,M,M02,M02A,M02AA
202401155,디클리어액(염화알루미늄수화물),동성제약(주),정상,2024-05-10,"8806432035106,8806432035113",D11AA,Aluminium Chloride Hydrate,,완제의약품,신고,D,D11,D11A,D11AA
200901896,디탈그린캡슐(수출용),코오롱제약(주),정상,2009-03-13,"8806703022309,8806703022316",A07AX,Acrinol Hydrate/Berberine Chloride Hydrate/Bismuth Subnitrate/Scopolia Extract,,완제의약품,신고,A,A07,A07A,A07AX
202400676,디터점스에이크린액(과아세트산0.2%),한국휴텍스제약(주),정상,2024-03-27,"8800547000608,8806491060002,8800547000615,8806491060019",V07AV,Peracetic Acid Solution 0.2%,,완제의약품,신고,V,V07,V07A,V07AV
201701117,디터점스울트라액(차아염소산나트륨0.14%),한국휴텍스제약(주),정상,2017-02-28,"8800547000103,8806491059907,8800547000110,8806491059921,8806491059914,8800547000127",V07AV,Sodium Hypochlorite Solution 0.14%,201701117.0,완제의약품,허가,V,V07,V07A,V07AV
202400576,디판버그겔,동아제약(주),정상,2024-03-19,"8806265020409,8806265020416",D04A,Diphenhydramine/Dexpanthenol/Lidocaine Hydrochloride Hydrate/Allantoin/Dipotassium Glycyrrhizinate/Tocopherol Acetate,,완제의약품,신고,D,D04,D04A,D04A
201404363,디판셉틱크림,동아제약(주),정상,2014-09-25,"8806228015602,8806265019700,8806228015619,8806265019724",D08AC52,Dexpanthenol/Chlorhexidine Hydrochloride,201404363.0,완제의약품,신고,D,D08,D08A,D08AC
202402414,디판큐어크림,동아제약(주),정상,2024-10-11,"8806265020904,8806265020911",D07XA01,Dexpanthenol/Hydrocortisone Acetate,,완제의약품,신고,D,D07,D07X,D07XA
200700419,디페나엘플라스타(디클로페낙디에틸암모늄),아이큐어(주),정상,2007-01-10,"8806744000106,8806744000113,8806744000120,8806744000137,8806744000144",M02AA15,Diclofenac Diethylammonium,200700419.0,완제의약품,신고,M,M02,M02A,M02AA
201501386,디페낙겔1%(디클로페낙디에틸암모늄),태극제약(주),정상,2015-03-16,"8806448051404,8806448051411",M02AA15,Diclofenac Diethylammonium/Diclofenac Diethylamine,201501386.0,완제의약품,신고,M,M02,M02A,M02AA
200807882,디펙타민연질캡슐(디펜히드라민염산염),(주)알피바이오,정상,2008-07-17,"8806616024605,8806616024612,8806616024629",N05CM,Diphenhydramine Hydrochloride,200807882.0,완제의약품,신고,N,N05,N05C,N05CM
199904095,디펜겔(디클로페낙나트륨),신일제약(주),정상,1999-06-01,"8806538053004,8806699022901,8806538053011,8806699022918,8806538053028",M02AA15,Diclofenac Sodium,199904095.0,완제의약품,신고,M,M02,M02A,M02AA
201601308,디펜동전플라스타,신일제약(주),정상,2016-03-07,"8806538055909,8806538055916",M02AC,Methyl Salicylate/L-Menthol/DL-Camphor/Mentha Herb Oil/Tocopherol Acetate/Diphenhydramine/Vanillyl Nonylamide,201601308.0,완제의약품,신고,M,M02,M02A,M02AC
199901293,디펜롱액(리도카인(수출명:LIDOLONG)),신신제약(주),정상,1999-09-17,"8806438000603,8806438000610",N01BB02,Lidocaine,199901293.0,완제의약품,신고,N,N01,N01B,N01BB
202203959,디펜스코연질캡슐,(주)서흥,정상,2022-11-01,"8806796014700,8806796014717",R05X,Acetaminophen/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Chlorpheniramine Maleate,202203959.0,완제의약품,신고,R,R05,R05X,R05X
202401835,디펜콜노즈시럽,동성제약(주),정상,2024-07-30,"8806432035304,8806432035311,8806432035328",R05X,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride/Guaifenesin/Anhydrous Caffeine,,완제의약품,신고,R,R05,R05X,R05X
200400904,디펜콜에이캡슐,동성제약(주),정상,2004-12-29,"8806432002801,8806432002818,8806432002825",R06AB54,Belladonna Total Alkaloid/Chlorpheniramine Maleate/Phenylephrine Hydrochloride,200400904.0,완제의약품,신고,R,R06,R06A,R06AB
202402160,디펜콜코프시럽,동성제약(주),정상,2024-09-05,"8806432035502,8806432035519,8806432035526",R05X,Acetaminophen/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Guaifenesin/Anhydrous Caffeine,,완제의약품,신고,R,R05,R05X,R05X
202402092,디펜콜콜드시럽,동성제약(주),정상,2024-08-29,"8806432035403,8806432035410,8806432035427",R05X,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Guaifenesin/Anhydrous Caffeine,,완제의약품,신고,R,R05,R05X,R05X
200906982,디펜플라스타(디클로페낙나트륨),신일제약(주),정상,2009-09-18,"8806538045405,8806538045412,8806538045429,8806538045436,8806538045443,8806538045450,8806538045467,8806538045474,8806538045481,8806538053110,8806538053103,8806538053127,8806538053813,8806538053820,8806538053806,8806538053837,8806538053844",M02AA15,Diclofenac Sodium,200906982.0,완제의약품,신고,M,M02,M02A,M02AA
200001172,디퓨탭서방정(이부프로펜),동성제약(주),정상,2000-05-22,"8806432002900,8806432002924,8806432002948,8806432002955,8806432002962",M01AE01,Ibuprofen,200001172.0,완제의약품,허가,M,M01,M01A,M01AE
200905055,디퓨텐연질캡슐(덱시부프로펜),동성제약(주),정상,2009-07-08,"8806432019014,8806432019007",M01AE14,Dexibuprofen,200905055.0,완제의약품,신고,M,M01,M01A,M01AE
201206423,디프람스프레이0.3%(벤지다민염산염),(주)엔엠제약,정상,2012-08-07,"8806859000800,8806859000817",A01AD02,Benzydamine Hydrochloride,201206423.0,완제의약품,허가,A,A01,A01A,A01AD
201305834,디프로펜시럽(덱시부프로펜),한국유니온제약(주),정상,2013-02-22,"8806655063603,8806655063610",M01AE14,Dexibuprofen,201305834.0,완제의약품,신고,M,M01,M01A,M01AE
200201329,디프로펜정300밀리그램(덱시부프로펜디.씨.),한국유니온제약(주),정상,2002-10-11,"8806655006402,8806655006501,8806655006518,8806655006525",M01AE14,Dexibuprofen D.C.,200201329.0,완제의약품,신고,M,M01,M01A,M01AE
200202988,라니드정(라니티딘염산염),한국코러스(주),정상,2002-05-10,"8806472001208,8806472001215,8806472001222,8806472001239,8806472001246,8806472001253,8806472001260,8806472001277,8806472001284",A02BA02,Ranitidine Hydrochloride,200202988.0,완제의약품,신고,A,A02,A02B,A02BA
201401417,라니린에스정,제이더블유신약(주),정상,2014-03-27,"8806441023903,8806441023910,8806441023927,8806441023934",R05X,Acetaminophen/Ephedrine Hydrochloride/Anhydrous Caffeine,201401417.0,완제의약품,신고,R,R05,R05X,R05X
200003153,라니몬정,(주)한국파비스제약,정상,2000-09-07,"8806218018804,8806836001707,8806218018811,8806836001714,8806218018828,8806836001721,8806218018835,8806836001738,8806218018842,8806836001745",A02AX,Ranitidine Hydrochloride/Magnesium Oxide/Magnesium Aluminosilicate/Magnesium Aluminium Hydrate,200003153.0,완제의약품,신고,A,A02,A02A,A02AX
201109654,라니아정,현대약품(주),정상,2011-11-04,"8806261000108,8806420038416,8806597008908,8806261000115,8806420038409,8806597008915",G03AA07,Levonorgestrel/Ethinyl Estradiol,201109654.0,완제의약품,신고,G,G03,G03A,G03AA
201907633,라니탄큐정,미래바이오제약(주),정상,2019-10-31,"8806575034905,8806575034929,8806575034936,8806575034950,8806575034912,8806575034943,8806575034967,8806575034974,8806575034981",A02AX,Magnesium Aluminometasilicate/Sodium Bicarbonate/Diastase·Protease·Cellulase/Scopolia Extract/Lipase/Glycyrrhiza Powder/Precipitated Calcium Carbonate/Trimebutine Maleate,201907633.0,완제의약품,신고,A,A02,A02A,A02AX
199700124,라니텐크림(테르비나핀염산염),한국휴텍스제약(주),정상,1997-12-30,"8806491001302,8806491001319",D01AE15,Terbinafine Hydrochloride,199700124.0,완제의약품,신고,D,D01,D01A,D01AE
200606617,라니티스정,일양바이오팜(주),정상,2006-11-08,"8806732001207,8806966005408,8806732001214,8806966005415,8806732001221,8806966005422",A02AX,Ranitidine Hydrochloride/Magnesium Oxide/Magnesium Aluminosilicate/Magnesium Aluminium Hydrate,200606617.0,완제의약품,신고,A,A02,A02A,A02AX
200502160,라닉스정75밀리그램(라니티딘염산염),신일제약(주),정상,2005-02-22,"8806538002408,8806538002415,8806538002422,8806538002439",A02BA02,Ranitidine Hydrochloride,200502160.0,완제의약품,신고,A,A02,A02B,A02BA
201803438,라라골드액(L-아스파르트산-L-아르기닌수화물),(주)텔콘알에프제약,정상,2018-08-24,"8806255006208,8806255006215,8806255006222,8806255006239,8806255006246,8806255006253,8806255010038,8806255010045,8806255010014,8806255010021,8806255010007",V06DD,L-Arginine-L-Aspartate Hydrate,201803438.0,완제의약품,신고,V,V06,V06D,V06DD
202402535,라라액티브액(L-아스파르트산-L-아르기닌수화물),알리코제약(주),정상,2024-10-28,"8806560056301,8806560056325,8806560056318",V06DD,L-Arginine-L-Aspartate Hydrate,,완제의약품,신고,V,V06,V06D,V06DD
201606702,라라올라액(L-아스파르트산-L-아르기닌수화물),(주)유한양행,정상,2016-11-22,"8806421061901,8806582034608,8806582034615,8806421061918,8806582034622,8806421061925,8806582039818,8806421061932,8806582039801,8806582039825,8806582039832,8806582039849",V06DD,L-Arginine-L-Aspartate Hydrate,201606702.0,완제의약품,신고,V,V06,V06D,V06DD
202402301,라라파워액(L-아스파르트산-L-아르기닌수화물),경방신약(주),정상,2024-09-24,"8806613071602,8806613071619,8806613071626,8806613071633",V06DD,L-Arginine-L-Aspartate Hydrate,,완제의약품,신고,V,V06,V06D,V06DD
202102418,라라포텐액(L-아스파르트산-L-아르기닌수화물),(유)한풍제약,정상,2021-03-17,"8806581083805,8806581083812,8806581083829",V06DD,L-Arginine-L-Aspartate Hydrate,202102418.0,완제의약품,신고,V,V06,V06D,V06DD
199802228,라리세틴정10밀리그람(세티리진염산염)(수출용),(주)팜젠사이언스,정상,1998-11-03,"8806701001900,8806701001917,8806701001924,8806701001931",R06AE07,Cetirizine Hydrochloride,199802228.0,완제의약품,신고,R,R06,R06A,R06AE
200608197,라리짐정(염화리소짐)(수출용),(주)씨엠지제약,정상,2006-08-01,"8806486002307,8806486002314",J05AX02,Lysozyme Chloride,,완제의약품,신고,J,J05,J05A,J05AX
199902620,라모겔정,신일제약(주),정상,1999-08-05,"8806538002606,8806538002613,8806538002620",A02AX,Ranitidine Hydrochloride/Magnesium Oxide/Magnesium Aluminosilicate/Magnesium Aluminium Hydrate,199902620.0,완제의약품,신고,A,A02,A02A,A02AX
200907324,라모난크림(테르비나핀염산염)(수출용),(주)동구바이오제약,정상,2009-10-08,"8806573051003,8806573051010,8806573051027",D01AE15,Terbinafine Hydrochloride,,완제의약품,신고,D,D01,D01A,D01AE
201404892,라미디핀크림(나프티핀염산염),(주)제뉴파마,정상,2014-10-24,"8806980024904,8806980024911",D01AE22,Naftifine Hydrochloride,201404892.0,완제의약품,신고,D,D01,D01A,D01AE
200001880,라미렉스크림(테르비나핀염산염)(수출명:Lafine Cream),한국유나이티드제약(주),정상,2000-09-20,"8806443007307,8806443007314,8806443007321",D01AE15,Terbinafine Hydrochloride,200001880.0,완제의약품,신고,D,D01,D01A,D01AE
199803118,라미신정,명문제약(주),정상,1998-11-11,"8806498003309,8806498003316,8806498003323,8806498003330,8806498003347,8806498003354,8806498003361",A02AX,Ranitidine Hydrochloride/Magnesium Oxide/Magnesium Aluminosilicate/Magnesium Aluminium Hydrate,199803118.0,완제의약품,신고,A,A02,A02A,A02AX
199806465,라미실덤겔1%(테르비나핀),지피테라퓨틱스코리아주식회사,정상,1998-11-02,"8800516001506,8800572001601,8806536002202,8800516001513,8800572001618,8806536002219",D01AE15,Terbinafine,199806465.0,완제의약품,신고,D,D01,D01A,D01AE
199806461,라미실외용액(테르비나핀염산염),지피테라퓨틱스코리아주식회사,정상,1998-04-16,"8800516001407,8800572001502,8806536002301,8800572001519,8806536002318,8800516001414,8806536002325",D01AE15,Terbinafine Hydrochloride,199806461.0,완제의약품,신고,D,D01,D01A,D01AE
200710625,라미실원스외용액(테르비나핀염산염),지피테라퓨틱스코리아주식회사,정상,2007-09-18,"8800516002305,8800572001700,8806536002400,8800516002312,8800572001717,8806536002417",D01AE15,Terbinafine Hydrochloride,200710625.0,완제의약품,신고,D,D01,D01A,D01AE
199304286,라미실크림1%(테르비나핀염산염),지피테라퓨틱스코리아주식회사,정상,1993-04-07,"8800516001308,8800572001403,8806536002608,8800516001315,8800572001410,8806536002615,8800516001322,8800572001427",D01AE15,Terbinafine Hydrochloride,199304286.0,완제의약품,신고,D,D01,D01A,D01AE
201606934,라미핀쿨크림,코오롱제약(주),정상,2016-12-05,"8806703040303,8806703040310",D01AE,Terbinafine Hydrochloride/Dipotassium Glycyrrhizinate/Lidocaine/L-Menthol,201606934.0,완제의약품,신고,D,D01,D01A,D01AE
199800765,라미핀크림(테르비나핀염산염),코오롱제약(주),정상,1998-04-20,"8806703002301,8806703002318,8806703002325",D01AE15,Terbinafine Hydrochloride,199800765.0,완제의약품,신고,D,D01,D01A,D01AE
199800434,라비나크림(테르비나핀염산염)(수출명:비라비나크림),국제약품(주),정상,1998-01-05,"8806437010207,8806437010214,8806437010221,8806437010238,8806437010245",D01AE15,Terbinafine Hydrochloride,199800434.0,완제의약품,신고,D,D01,D01A,D01AE
199801146,라비진크림(테르비나핀염산염),(주)비보존제약,정상,1998-05-07,"8806582002300,8806582002317,8806582002324,8806582002331",D01AE15,Terbinafine Hydrochloride,199801146.0,완제의약품,신고,D,D01,D01A,D01AE
